-82.185857,43.487295,-367537.136330,530589.502130,645452
-82.218000,43.425025,-370500.848639,523802.544314,641592
-82.250194,43.362781,-373473.345417,517019.733887,637802
-82.282389,43.300485,-376450.907854,510232.250210,634076
-82.314506,43.238189,-379426.938709,503445.512044,630414
-82.346726,43.175841,-382416.394015,496654.543023,626824
-82.378920,43.113571,-385408.016337,489873.158146,623310
-82.411089,43.051275,-388402.416358,483089.876105,619865
-82.416412,43.017143,-389044.719625,479320.558204,617336
-82.414603,42.983243,-389105.782884,475546.308578,614449
-82.430442,42.951307,-390590.955495,472066.555640,612706
-82.453179,42.918983,-392641.503840,468574.026304,611334
-82.464781,42.883637,-393805.197228,464697.473236,609119
-82.468036,42.863974,-394192.288761,462527.087327,607716
-82.482325,42.835113,-395536.130659,459383.059840,606203
-82.485271,42.818524,-395879.378085,457552.998695,605042
-82.473618,42.798164,-395055.117781,455239.828918,602754
-82.470982,42.790568,-394887.134437,454384.310044,601997
-82.471344,42.779845,-394983.044935,453194.554279,601163
-82.476951,42.761474,-395554.480046,451178.046437,600021
-82.483410,42.719254,-396343.681040,446515.681001,597047
-82.511264,42.646675,-399071.306511,438574.657389,592963
-82.526224,42.619906,-400461.940299,435666.883752,591756
-82.549246,42.590941,-402527.066240,432551.227124,590871
-82.575833,42.571795,-404823.844337,430542.887990,590973
-82.608467,42.561098,-407563.370177,429501.137330,592097
-82.644331,42.557817,-410520.836687,429298.863745,593991
-82.694405,42.519137,-414870.549290,425230.367283,594086
-82.800135,42.417980,-424198.030699,414483.318694,593077
-82.832820,42.398008,-427011.974633,412418.329575,593657
-82.943511,42.355478,-436383.717068,408221.921510,597558
-83.040353,42.331862,-444498.640269,406069.747202,602056
-83.079963,42.305067,-447937.748511,403288.791552,602735
-83.109832,42.272279,-450620.181825,399795.081975,602407
-83.128513,42.239955,-452381.359836,396298.039331,601416
-83.135929,42.200268,-453268.131730,391927.110285,599215
-83.139649,42.115854,-454162.917309,382570.236336,593821
-83.159493,42.046324,-456284.264115,374947.434896,590577
-83.157012,42.000435,-456399.928299,369838.380743,587436
-83.132507,41.941953,-454782.867445,363220.053879,582028
-83.123449,41.920336,-454184.159152,360773.863796,580035
-83.097378,41.875765,-452336.359402,355693.356632,575435
-83.068413,41.847731,-450132.598014,352435.649831,571691
-82.983793,41.808069,-443397.295239,347613.901032,563415
-82.865222,41.752491,-433944.676931,340867.532075,551814
-82.711122,41.680248,-421633.756799,332116.383693,536727
-82.666913,41.669086,-418035.896808,330671.965329,533008
-82.451319,41.671902,-400124.047167,330013.140579,518660
-82.424861,41.676811,-397898.275517,330442.218107,517219
-82.281355,41.743293,-385597.681814,337208.875354,512245
-82.137747,41.809801,-373310.901626,343997.583925,507637
-81.994241,41.876205,-361055.875812,350794.781264,503407
-81.850736,41.942712,-348822.963821,357622.925434,499571
-81.707282,42.009220,-336617.113938,364470.656474,496135
-81.563725,42.075676,-324425.871551,371331.589218,493092
-81.420219,42.142157,-312261.743016,378214.853049,490463
-81.276662,42.208665,-300116.318110,385120.027228,488249
-81.147884,42.228250,-289420.302296,386876.292011,483154
-81.019158,42.247810,-278734.541665,388644.957390,478265
-80.890381,42.267447,-268050.122848,390437.180413,473595
-80.761655,42.287032,-257376.145960,392238.910309,469142
-80.632877,42.306644,-246703.821851,394058.459790,464914
-80.520233,42.323782,-237373.582215,395660.683010,461404
-80.504151,42.326229,-236041.894809,395890.372881,460918
-80.375373,42.345788,-225381.888767,397734.372988,457154
-80.246596,42.365477,-214727.562513,399607.838621,453646
-80.093168,42.420151,-201943.841651,405330.036113,452851
-79.939767,42.474773,-189183.350992,411068.158656,452512
-79.786391,42.529369,-176446.073322,416825.064431,452633
-79.763007,42.537705,-174505.877978,417706.013942,452693
-79.633016,42.584043,-163729.690557,422612.186500,453220
-79.479640,42.638716,-151034.509393,428420.910856,454264
-79.326187,42.693338,-138354.373868,434245.377464,455753
-79.172760,42.748012,-125697.576702,440097.262344,457696
-79.019384,42.802686,-113066.402928,445970.848281,460080
-78.963057,42.840125,-108403.299176,450063.651401,462935
-78.918951,42.889244,-104722.970846,455472.258510,467356
-78.909055,42.930223,-103848.780937,460017.102486,471593
-78.915256,42.947612,-104325.386517,461957.827160,473591
-78.936340,42.960040,-106022.100941,463364.620063,475339
-78.959956,42.966216,-107935.016297,464079.639710,476466
-78.983520,42.976138,-109836.829760,465211.670362,478002
-79.008351,42.991046,-111832.277809,466900.260278,480107
-79.022019,43.002234,-112924.963584,468161.484450,481588
-79.031967,43.013422,-113714.467315,469418.113164,482995
-79.028246,43.034506,-113373.770162,471757.634865,485190
-79.022019,43.049415,-112840.500989,473407.369066,486670
-79.023260,43.058071,-112925.856091,474371.359048,487627
-79.030753,43.066804,-113519.457807,475351.932839,488719
-79.041863,43.075460,-114407.113124,476328.585804,489875
-79.055532,43.087888,-115495.526798,477728.107964,491491
-79.062947,43.096544,-116082.312775,478700.176447,492574
-79.065273,43.105897,-116254.019186,479743.193864,493628
-79.065738,43.120237,-116265.299556,481338.244858,495181
-79.061423,43.130288,-115896.219563,482450.157048,496175
-79.055583,43.138427,-115406.952340,483347.514207,496934
-79.051604,43.146851,-115068.358149,484278.911867,497762
-79.049330,43.159847,-114859.949132,485721.026055,499117
-79.048607,43.170622,-114781.515537,486918.079835,500264
-79.053775,43.260358,-115036.251812,496902.251031,510044
-79.058425,43.277799,-115381.099993,498847.472686,512017
-79.091628,43.342523,-117949.530391,506087.630001,519651
-79.174310,43.464532,-124399.246733,519766.121440,534446
-79.078993,43.498948,-116633.595663,523463.219943,536299
-78.946184,43.546723,-105827.911240,528608.486506,539098
-78.750821,43.617055,-89962.401278,536212.586591,543707
-78.688086,43.631808,-84885.936311,537791.057658,544449
-78.457274,43.630981,-66288.525358,537501.868473,541574
-78.226461,43.630206,-47690.596300,537266.889377,539379
-77.995674,43.629431,-29094.305244,537080.441060,537868
-77.764835,43.628656,-10493.401258,536942.538401,537045
-77.533997,43.627855,8108.022374,536850.357445,536912
-77.303210,43.627106,26705.688409,536812.503662,537476
-77.072371,43.626330,45308.003325,536820.361940,538729
-76.841532,43.625504,63910.858526,536871.018443,540662
-76.836003,43.628036,64353.815598,537156.584055,540998
-76.830474,43.630439,64796.871413,537427.812044,541320
-76.824893,43.632893,65244.001983,537704.851995,541649
-76.819363,43.635426,65686.850844,537990.500662,541986
-76.813782,43.637880,66133.909485,538267.596659,542315
-76.808304,43.640309,66572.633497,538541.769894,542641
-76.802723,43.642789,67019.593230,538821.794649,542974
-76.797194,43.645270,67462.353845,539101.808007,543306
-76.754354,43.700099,70850.687562,545231.826140,549816
-76.711514,43.755005,74232.764169,551372.096804,556347
-76.668675,43.809885,77608.694051,557511.125228,562887
-76.625887,43.864766,80974.292562,563651.733654,569438
-76.582995,43.919594,84342.068659,569788.315668,575997
-76.540207,43.974475,87695.290835,575932.166373,582570
-76.497367,44.029355,91046.454009,582077.684912,589155
-76.454631,44.084235,94383.139938,588224.708353,595749
-76.430033,44.103304,96320.587146,590371.517515,598177
-76.350089,44.151725,102631.564232,595845.520869,604620
-76.344405,44.158184,103074.820582,596570.375184,605409
-76.341356,44.165781,103305.524638,597418.574731,606285
-76.337119,44.173739,103630.482126,598308.398779,607217
-76.327765,44.181490,104364.261959,599181.298638,608202
-76.317172,44.185056,105204.111394,599590.346706,608750
-76.206636,44.217405,113970.390589,603324.557000,613995
-76.185758,44.225674,115620.949799,604271.048032,615233
-76.169325,44.242365,116900.259442,606148.573918,617318
-76.169739,44.247688,116857.048802,606739.832097,617891
-76.178059,44.272131,116146.630396,609446.550751,620415
-76.178679,44.278642,116084.740152,610169.691470,621114
-76.149792,44.304532,118337.513698,613086.692381,624403
-76.067264,44.347992,124825.336880,618032.625176,630512
-75.898696,44.399978,138131.736625,624064.111044,639169
-75.870325,44.408608,140369.228554,625068.424021,640636
-75.855701,44.422044,141501.343244,626585.628942,642365
